timestamp,sensorid,temp_c,spcond,ph,depth,turbidity,do_pct,do_mgl,power
2014/02/26 17:35:00,9,9.86,49.1,7.07,1.24,0.0,98.68,11.17,
2014/02/26 17:36:17,7,7.75,36.28,6.99,-0.7,11.25,100.17,11.94,
2014/02/26 17:45:01,9,9.86,49.09,7.09,1.24,0.0,98.66,11.17,
2014/02/26 17:46:18,7,8.13,21.37,6.93,-0.7,2.15,100.53,11.87,
2014/02/26 17:52:59,6,8.2,81.04,6.43,-0.49,3.81,67.99,8.01,
2014/02/26 17:55:02,9,9.85,49.15,7.09,1.24,0.0,98.6,11.17,
2014/02/26 17:56:19,7,10.1,69.77,7.02,1.1,12.87,101.5,11.43,
2014/02/26 18:02:59,6,6.97,5.53,6.55,-0.8,5.19,95.25,11.57,
2014/02/26 18:05:02,9,9.85,49.18,7.07,1.25,0.0,98.62,11.17,
2014/02/26 18:06:23,7,10.08,69.62,6.93,1.1,12.98,101.43,11.42,
2014/02/26 18:13:00,6,6.34,13.4,6.48,-0.8,17.5,98.23,12.13,
2014/02/26 18:15:03,9,9.84,49.17,7.09,1.25,0.0,98.57,11.17,
2014/02/26 18:16:24,7,10.07,69.54,6.9,1.09,13.09,101.44,11.43,
2014/02/26 18:23:01,6,6.47,11.55,6.9,-0.8,7.12,98.63,12.13,
2014/02/26 18:25:04,9,9.84,49.17,7.07,1.25,0.0,98.47,11.16,
2014/02/26 18:26:25,7,10.06,69.42,6.88,1.06,12.86,101.36,11.42,
2014/02/26 18:33:02,6,7.14,10.53,7.15,-0.8,8.51,99.38,12.02,
2014/02/26 18:35:05,9,9.83,49.18,7.06,1.25,0.0,98.57,11.17,
2014/02/26 18:36:25,7,10.05,69.32,6.88,1.13,12.89,101.33,11.42,
2014/02/26 18:43:03,6,9.89,52.59,7.08,1.14,14.76,100.26,11.35,
2014/02/26 18:45:06,9,9.82,49.17,7.06,1.25,0.0,98.61,11.18,
2014/02/26 18:46:26,7,10.05,69.32,6.88,1.07,12.78,101.24,11.41,
2014/02/26 18:53:04,6,9.89,53.08,7.07,1.14,14.89,100.21,11.34,
2014/02/26 18:55:07,9,9.81,49.1,7.06,1.24,0.0,98.55,11.17,
2014/02/26 18:56:27,7,10.04,69.28,6.87,1.11,12.89,101.2,11.41,
2014/02/26 19:03:07,6,9.89,52.38,7.06,1.14,14.61,100.19,11.34,
2014/02/26 19:05:08,9,9.81,49.12,7.08,1.25,0.0,98.53,11.17,
2014/02/26 19:06:28,7,10.03,69.16,6.87,1.07,12.97,101.12,11.4,
2014/02/26 19:13:08,6,9.9,53.27,7.06,1.14,14.79,100.15,11.33,
2014/02/26 19:15:09,9,9.8,49.09,7.06,1.25,0.0,98.59,11.18,
2014/02/26 19:16:29,7,10.03,69.1,6.86,1.09,12.96,101.12,11.41,
2014/02/26 19:23:09,6,9.89,52.78,7.05,1.13,14.76,100.14,11.33,
2014/02/26 19:25:10,9,9.79,49.1,7.06,1.25,0.0,98.43,11.16,
2014/02/26 19:26:30,7,10.01,68.78,6.86,1.09,12.22,101.08,11.4,
2014/02/26 19:33:09,6,9.89,52.53,7.05,1.13,14.91,100.09,11.33,
2014/02/26 19:35:11,9,9.79,49.11,7.06,1.25,0.0,98.41,11.16,
2014/02/26 19:36:31,7,10.0,68.49,6.85,1.1,12.21,101.09,11.41,
2014/02/26 19:43:10,6,9.91,53.84,7.05,1.13,15.0,100.07,11.32,
2014/02/26 19:45:12,9,9.79,49.12,7.08,1.25,0.0,98.54,11.18,
2014/02/26 19:46:32,7,10.0,68.41,6.85,1.07,12.03,101.03,11.4,
2014/02/26 19:53:11,6,9.9,52.79,7.05,1.14,14.96,100.09,11.32,
2014/02/26 19:55:13,9,9.78,49.14,7.07,1.25,0.0,98.61,11.19,
2014/02/26 19:56:33,7,10.0,68.17,6.85,1.1,12.14,101.03,11.4,
2014/02/26 20:03:09,6,9.91,53.83,7.04,1.15,15.06,99.98,11.31,
2014/02/26 20:05:14,9,9.78,49.15,7.09,1.26,0.0,98.5,11.18,
2014/02/26 20:06:34,7,9.99,67.89,6.85,1.09,12.12,100.98,11.4,
2014/02/26 20:13:10,6,9.91,53.53,7.03,1.16,14.95,99.94,11.31,
2014/02/26 20:15:15,9,9.77,49.15,7.08,1.26,0.0,98.47,11.17,
2014/02/26 20:16:35,7,9.99,67.71,6.85,1.1,12.07,100.97,11.4,
2014/02/26 20:23:11,6,9.91,54.09,7.02,1.17,15.09,99.9,11.3,
2014/02/26 20:25:16,9,9.77,49.11,7.06,1.26,0.0,98.44,11.17,
2014/02/26 20:26:36,7,9.98,67.71,6.84,1.07,11.94,100.93,11.4,
2014/02/26 20:33:15,6,9.91,53.55,7.02,1.17,15.17,99.92,11.3,
2014/02/26 20:35:18,9,9.77,49.14,7.06,1.26,0.0,98.47,11.18,
2014/02/26 20:36:36,7,9.98,67.65,6.84,1.1,12.02,100.92,11.4,
2014/02/26 20:43:16,6,9.9,53.22,7.03,1.16,15.1,99.85,11.29,
2014/02/26 20:45:19,9,9.77,49.19,7.06,1.26,0.0,98.42,11.17,
2014/02/26 20:46:37,7,9.98,67.56,6.85,1.1,12.08,100.86,11.39,
2014/02/26 20:53:17,6,9.9,53.27,7.02,1.17,15.18,99.79,11.29,
2014/02/26 20:55:20,9,9.77,49.21,7.06,1.26,0.0,98.43,11.17,
2014/02/26 20:56:38,7,9.97,67.55,6.85,1.08,12.05,100.8,11.38,
2014/02/26 21:03:18,6,9.91,54.49,7.02,1.17,15.34,99.72,11.28,
2014/02/26 21:05:21,9,9.77,49.23,7.06,1.26,0.0,98.51,11.18,
2014/02/26 21:06:41,7,9.97,67.49,6.84,1.11,12.09,100.77,11.38,
2014/02/26 21:13:19,6,9.9,53.56,7.02,1.19,15.43,99.71,11.28,
2014/02/26 21:15:22,9,9.76,49.21,7.08,1.27,0.0,98.57,11.19,
2014/02/26 21:16:42,7,9.97,67.43,6.84,1.08,11.94,100.72,11.38,
2014/02/26 21:23:20,6,9.9,53.79,7.02,1.19,15.41,99.67,11.28,
2014/02/26 21:25:23,9,9.76,49.19,7.07,1.27,0.0,98.53,11.18,
2014/02/26 21:26:43,7,9.96,67.48,6.85,1.09,11.63,100.66,11.37,
2014/02/26 21:33:21,6,9.89,53.37,7.02,1.21,15.47,99.62,11.27,
2014/02/26 21:35:24,9,9.76,49.15,7.09,1.27,0.0,98.41,11.17,
2014/02/26 21:36:43,7,9.96,67.43,6.84,1.08,11.69,100.62,11.37,
2014/02/26 21:43:22,6,9.9,54.59,7.02,1.22,15.5,99.48,11.25,
2014/02/26 21:45:25,9,9.76,49.12,7.07,1.27,0.0,98.3,11.16,
2014/02/26 21:46:44,7,9.95,67.36,6.84,1.06,11.55,100.61,11.37,
2014/02/26 21:53:23,6,9.88,53.26,7.02,1.21,15.42,99.5,11.26,
2014/02/26 21:55:26,9,9.75,49.09,7.09,1.27,0.0,98.36,11.17,
2014/02/26 21:56:45,7,9.95,67.16,6.84,1.13,11.64,100.54,11.36,
2014/02/26 22:03:23,6,9.88,53.55,7.02,1.2,15.47,99.49,11.26,
2014/02/26 22:05:27,9,9.76,49.1,7.07,1.27,0.0,98.45,11.18,
2014/02/26 22:06:46,7,9.95,67.07,6.84,1.12,11.7,100.5,11.36,
2014/02/26 22:13:24,6,9.87,52.42,7.02,1.21,15.51,99.5,11.27,
2014/02/26 22:15:28,9,9.75,49.12,7.07,1.27,0.0,98.32,11.16,
2014/02/26 22:16:47,7,9.94,66.95,6.84,1.11,11.65,100.45,11.35,
2014/02/26 22:23:25,6,9.89,54.79,7.01,1.22,15.53,99.37,11.25,
2014/02/26 22:25:29,9,9.76,49.15,7.07,1.27,0.0,98.41,11.17,
2014/02/26 22:26:48,7,9.93,66.73,6.84,1.13,11.6,100.41,11.35,
2014/02/26 22:33:26,6,9.88,55.17,7.02,1.21,15.44,99.24,11.23,
2014/02/26 22:35:29,9,9.76,49.16,7.09,1.27,0.0,98.39,11.17,
2014/02/26 22:36:50,7,9.93,66.83,6.85,1.1,11.54,100.41,11.35,
2014/02/26 22:43:27,6,9.87,54.83,7.01,1.22,15.5,99.15,11.22,
2014/02/26 22:45:30,9,9.76,49.16,7.07,1.27,0.0,98.23,11.15,
2014/02/26 22:46:51,7,9.93,66.99,6.84,1.14,11.46,100.32,11.34,
2014/02/26 22:53:28,6,9.86,53.88,7.01,1.23,15.38,99.04,11.22,
2014/02/26 22:55:31,9,9.76,49.19,7.07,1.27,0.0,98.34,11.16,
2014/02/26 22:56:52,7,9.92,67.03,6.84,1.12,11.53,100.29,11.34,
2014/02/26 23:03:29,6,9.87,55.34,7.01,1.25,15.23,98.95,11.2,
2014/02/26 23:05:33,9,9.76,49.25,7.07,1.27,0.0,98.38,11.17,
2014/02/26 23:06:53,7,9.92,67.06,6.84,1.08,11.33,100.22,11.33,
2014/02/26 23:13:30,6,9.86,55.4,7.01,1.24,15.19,98.88,11.2,
2014/02/26 23:15:34,9,9.77,49.3,7.1,1.27,0.0,98.29,11.15,
2014/02/26 23:16:54,7,9.92,67.02,6.85,1.08,11.4,100.19,11.33,
2014/02/26 23:23:32,6,9.85,54.91,7.02,1.24,15.12,98.89,11.2,
2014/02/26 23:25:35,9,9.77,49.33,7.1,1.27,0.0,98.2,11.14,
2014/02/26 23:26:55,7,9.92,67.2,6.84,1.11,11.48,100.08,11.32,
2014/02/26 23:33:33,6,9.84,54.63,7.02,1.24,15.06,98.85,11.2,
2014/02/26 23:35:36,9,9.78,49.36,7.07,1.27,0.0,98.38,11.16,
2014/02/26 23:36:55,7,9.92,67.35,6.84,1.13,11.51,99.95,11.3,
2014/02/26 23:43:34,6,9.84,54.3,7.01,1.24,15.05,98.81,11.2,
2014/02/26 23:45:37,9,9.78,49.44,7.08,1.27,0.0,98.28,11.15,
2014/02/26 23:46:56,7,9.92,67.78,6.84,1.11,11.57,99.86,11.29,
2014/02/26 23:53:35,6,9.84,54.98,7.01,1.24,14.98,98.73,11.19,
2014/02/26 23:55:38,9,9.79,49.47,7.1,1.27,0.0,98.26,11.15,
2014/02/26 23:56:57,7,9.92,68.17,6.85,1.11,11.56,99.75,11.28,
2014/02/27 00:03:36,6,9.83,55.13,7.01,1.24,14.96,98.68,11.18,
2014/02/27 00:05:38,9,9.79,49.57,7.09,1.27,0.0,98.22,11.14,
2014/02/27 00:06:58,7,9.93,68.53,6.84,1.13,11.59,99.62,11.26,
2014/02/27 00:13:37,6,9.82,54.39,7.01,1.24,14.9,98.65,11.18,
2014/02/27 00:15:39,9,9.79,49.62,7.08,1.27,0.0,98.13,11.13,
2014/02/27 00:16:59,7,9.93,68.85,6.84,1.11,11.51,99.54,11.25,
2014/02/27 00:23:39,6,9.83,56.27,7.01,1.26,14.89,98.47,11.16,
2014/02/27 00:25:40,9,9.79,49.74,7.1,1.27,0.0,98.22,11.14,
2014/02/27 00:27:00,7,9.93,68.94,6.83,1.13,11.69,99.46,11.25,
2014/02/27 00:33:40,6,9.83,56.29,7.01,1.26,14.76,98.48,11.16,
2014/02/27 00:35:42,9,9.8,49.8,7.11,1.27,0.0,98.29,11.15,
2014/02/27 00:37:02,7,9.93,69.1,6.84,1.16,11.72,99.39,11.23,
2014/02/27 00:43:41,6,9.82,56.39,7.01,1.27,14.77,98.51,11.17,
2014/02/27 00:45:43,9,9.8,49.88,7.11,1.27,0.0,98.26,11.14,
2014/02/27 00:47:03,7,9.93,69.09,6.83,1.14,11.76,99.37,11.23,
2014/02/27 00:53:41,6,9.82,56.06,7.0,1.27,14.66,98.51,11.17,
2014/02/27 00:55:44,9,9.8,49.91,7.1,1.27,0.0,98.24,11.14,
2014/02/27 00:57:04,7,9.93,69.15,6.83,1.12,11.69,99.28,11.22,
2014/02/27 01:03:42,6,9.81,56.82,7.01,1.28,14.66,98.44,11.16,
2014/02/27 01:05:44,9,9.81,50.04,7.1,1.27,0.0,98.25,11.14,
2014/02/27 01:07:05,7,9.93,69.32,6.83,1.14,11.82,99.2,11.21,
2014/02/27 01:13:43,6,9.81,56.44,7.01,1.27,14.55,98.41,11.16,
2014/02/27 01:15:46,9,9.81,50.03,7.11,1.27,0.0,98.19,11.13,
2014/02/27 01:17:06,7,9.94,69.92,6.83,1.15,12.01,99.01,11.19,
2014/02/27 01:23:43,6,9.81,56.83,7.0,1.27,14.53,98.32,11.15,
2014/02/27 01:25:47,9,9.82,50.23,7.1,1.28,0.0,98.27,11.14,
2014/02/27 01:27:07,7,9.94,70.67,6.82,1.18,12.04,98.78,11.16,
2014/02/27 01:33:44,6,9.8,55.99,7.0,1.27,14.59,98.26,11.14,
2014/02/27 01:35:48,9,9.81,50.22,7.1,1.27,0.0,98.12,11.13,
2014/02/27 01:37:07,7,9.95,71.15,6.82,1.18,11.87,98.62,11.15,
2014/02/27 01:43:45,6,9.8,57.04,7.0,1.27,14.64,98.23,11.14,
2014/02/27 01:45:50,9,9.82,50.44,7.1,1.27,0.0,98.19,11.13,
2014/02/27 01:47:08,7,9.95,71.53,6.82,1.18,11.81,98.49,11.13,
2014/02/27 01:53:46,6,9.79,56.17,7.0,1.27,14.47,98.22,11.14,
2014/02/27 01:55:51,9,9.82,50.46,7.1,1.27,0.0,98.12,11.12,
2014/02/27 01:57:09,7,9.95,72.03,6.82,1.16,11.98,98.31,11.11,
2014/02/27 02:03:47,6,9.79,56.94,7.0,1.26,14.37,98.26,11.15,
2014/02/27 02:05:52,9,9.82,50.58,7.1,1.27,0.0,98.11,11.12,
2014/02/27 02:07:11,7,9.95,72.38,6.81,1.16,12.05,98.2,11.09,
2014/02/27 02:13:48,6,9.78,56.76,7.0,1.25,14.13,98.24,11.15,
2014/02/27 02:15:52,9,9.82,50.6,7.1,1.27,0.0,98.19,11.13,
2014/02/27 02:17:12,7,9.96,72.56,6.81,1.16,12.2,98.04,11.08,
2014/02/27 02:23:49,6,9.8,58.78,7.0,1.26,14.3,98.11,11.13,
2014/02/27 02:25:53,9,9.83,50.76,7.1,1.27,0.0,98.09,11.12,
2014/02/27 02:27:13,7,9.96,72.7,6.8,1.17,12.14,97.92,11.06,
2014/02/27 02:33:50,6,9.81,60.71,6.99,1.25,14.26,98.12,11.12,
2014/02/27 02:35:54,9,9.83,50.79,7.1,1.27,0.0,98.1,11.12,
2014/02/27 02:37:13,7,9.96,72.78,6.8,1.16,11.92,97.82,11.05,
2014/02/27 02:43:51,6,9.79,59.46,6.99,1.25,14.2,98.28,11.15,
2014/02/27 02:45:54,9,9.84,51.0,7.09,1.27,0.0,98.11,11.12,
2014/02/27 02:47:14,7,9.96,73.07,6.8,1.16,12.13,97.63,11.03,
2014/02/27 02:53:53,6,9.8,61.12,6.99,1.25,14.02,98.51,11.17,
2014/02/27 02:55:55,9,9.83,51.09,7.09,1.27,0.0,98.09,11.11,
2014/02/27 02:57:15,7,9.96,74.0,6.79,1.17,12.21,97.35,11.0,
2014/02/27 03:03:54,6,9.79,61.15,6.99,1.24,14.04,98.92,11.22,
2014/02/27 03:05:56,9,9.84,51.12,7.1,1.27,0.0,98.03,11.11,
2014/02/27 03:07:17,7,9.97,75.31,6.79,1.17,12.24,96.88,10.94,
2014/02/27 03:13:55,6,9.8,61.73,6.99,1.24,14.03,99.38,11.27,
2014/02/27 03:15:57,9,9.84,51.24,7.09,1.27,0.0,98.15,11.12,
2014/02/27 03:17:18,7,9.98,76.52,6.79,1.17,12.12,96.51,10.9,
2014/02/27 03:23:56,6,9.79,61.67,6.98,1.24,14.05,99.79,11.32,
2014/02/27 03:25:58,9,9.83,51.39,7.1,1.27,0.0,98.11,11.12,
2014/02/27 03:27:19,7,9.98,77.41,6.78,1.17,12.12,96.2,10.86,
2014/02/27 03:33:57,6,9.77,59.75,6.99,1.24,14.04,100.21,11.37,
2014/02/27 03:35:59,9,9.84,51.47,7.09,1.27,0.0,97.94,11.1,
2014/02/27 03:37:19,7,9.98,78.24,6.78,1.15,12.34,95.95,10.83,
2014/02/27 03:43:58,6,9.76,59.04,6.99,1.24,13.86,100.57,11.42,
2014/02/27 03:46:02,9,9.86,51.62,7.09,1.27,0.0,98.08,11.11,
2014/02/27 03:47:20,7,9.99,79.26,6.78,1.17,12.38,95.64,10.8,
2014/02/27 03:53:59,6,9.76,59.24,6.99,1.24,13.95,100.78,11.44,
2014/02/27 03:56:03,9,9.86,51.7,7.1,1.28,0.0,98.1,11.11,
2014/02/27 03:57:21,7,10.0,80.24,6.77,1.15,12.43,95.33,10.76,
2014/02/27 04:04:00,6,9.76,60.09,6.99,1.24,13.89,100.91,11.46,
2014/02/27 04:06:04,9,9.86,51.86,7.1,1.28,0.0,98.06,11.1,
2014/02/27 04:07:23,7,10.0,80.73,6.76,1.16,12.44,95.01,10.72,
2014/02/27 04:14:01,6,9.75,59.85,6.99,1.23,13.92,101.09,11.48,
2014/02/27 04:16:04,9,9.86,51.91,7.09,1.28,0.0,97.92,11.09,
2014/02/27 04:17:24,7,10.01,81.25,6.76,1.18,12.53,94.74,10.69,
2014/02/27 04:24:02,6,9.75,61.26,7.0,1.22,13.86,101.24,11.5,
2014/02/27 04:26:05,9,9.86,52.02,7.09,1.28,0.0,97.93,11.09,
2014/02/27 04:27:25,7,10.0,81.65,6.76,1.16,12.47,94.58,10.67,
2014/02/27 04:34:03,6,9.74,59.88,6.99,1.23,13.92,101.33,11.51,
2014/02/27 04:36:06,9,9.86,52.06,7.09,1.28,0.0,97.96,11.09,
2014/02/27 04:37:25,7,9.99,81.87,6.75,1.14,12.52,94.41,10.66,
2014/02/27 04:44:04,6,9.73,60.3,7.0,1.22,14.02,101.41,11.52,
2014/02/27 04:46:06,9,9.86,52.19,7.07,1.28,0.0,97.87,11.08,
2014/02/27 04:47:26,7,9.98,82.41,6.76,1.15,12.55,94.18,10.63,
2014/02/27 04:54:04,6,9.72,59.06,6.99,1.2,13.97,101.49,11.53,
2014/02/27 04:56:07,9,9.87,52.33,7.09,1.28,0.0,97.99,11.1,
2014/02/27 04:57:27,7,9.97,82.75,6.74,1.18,12.57,94.03,10.62,
2014/02/27 05:04:05,6,9.71,59.44,6.99,1.13,13.94,101.59,11.54,
2014/02/27 05:06:08,9,9.87,52.52,7.08,1.27,0.0,97.91,11.08,
2014/02/27 05:07:29,7,9.97,83.2,6.74,1.15,12.56,93.88,10.6,
2014/02/27 05:14:06,6,9.7,58.57,6.99,1.11,14.12,101.72,11.56,
2014/02/27 05:16:10,9,9.87,52.66,7.08,1.27,0.0,97.91,11.09,
2014/02/27 05:17:30,7,9.96,83.66,6.76,1.15,12.5,93.72,10.59,
2014/02/27 05:24:08,6,9.69,58.4,6.99,1.09,14.04,101.83,11.58,
2014/02/27 05:26:11,9,9.88,52.87,7.08,1.27,0.0,98.01,11.09,
2014/02/27 05:27:31,7,9.95,84.11,6.75,1.14,12.37,93.58,10.57,
2014/02/27 05:34:09,6,9.69,58.49,6.99,1.08,14.3,101.96,11.59,
2014/02/27 05:36:12,9,9.88,53.06,7.07,1.27,0.0,97.98,11.09,
2014/02/27 05:37:31,7,9.94,84.41,6.73,1.15,12.55,93.47,10.57,
2014/02/27 05:44:10,6,9.68,58.03,6.99,1.08,14.35,102.1,11.61,
2014/02/27 05:46:12,9,9.88,53.19,7.08,1.27,0.0,97.93,11.08,
2014/02/27 05:47:32,7,9.93,84.88,6.72,1.12,12.63,93.33,10.55,
2014/02/27 05:54:11,6,9.66,54.47,7.0,1.11,14.32,102.33,11.64,
2014/02/27 05:56:13,9,9.88,53.35,7.07,1.27,0.0,97.87,11.08,
2014/02/27 05:57:33,7,9.92,85.32,6.74,1.15,12.59,93.18,10.54,
2014/02/27 06:04:12,6,9.65,54.38,7.0,1.1,14.63,101.74,11.58,
2014/02/27 06:06:14,9,9.89,53.57,7.07,1.27,0.0,97.87,11.08,
2014/02/27 06:07:34,7,9.91,85.73,6.74,1.11,12.69,93.12,10.53,
2014/02/27 06:14:13,6,9.64,53.76,7.0,1.12,14.73,101.12,11.51,
2014/02/27 06:16:17,9,9.9,53.76,7.05,1.28,0.0,97.95,11.08,
2014/02/27 06:17:35,7,9.89,85.91,6.74,1.13,12.65,93.09,10.53,
2014/02/27 06:24:16,6,9.63,53.52,7.0,1.09,14.74,100.69,11.46,
2014/02/27 06:26:17,9,9.89,53.97,7.07,1.27,0.0,98.0,11.09,
2014/02/27 06:27:36,7,9.88,86.13,6.73,1.13,12.56,93.05,10.53,
2014/02/27 06:34:17,6,9.63,53.59,7.0,1.1,14.84,100.54,11.45,
2014/02/27 06:36:18,9,9.89,54.3,7.07,1.27,0.0,98.0,11.09,
2014/02/27 06:37:37,7,9.87,86.02,6.73,1.13,12.67,93.06,10.53,
2014/02/27 06:44:18,6,9.63,53.23,7.0,1.08,15.11,100.46,11.44,
2014/02/27 06:46:19,9,9.88,54.36,7.06,1.27,0.0,98.02,11.1,
2014/02/27 06:47:38,7,9.85,86.16,6.73,1.11,12.38,93.1,10.54,
2014/02/27 06:54:17,6,9.63,54.3,7.01,1.11,15.15,100.36,11.43,
2014/02/27 06:56:20,9,9.88,54.37,7.04,1.27,0.0,97.89,11.08,
2014/02/27 06:57:39,7,9.84,86.31,6.71,1.12,12.52,93.11,10.55,
2014/02/27 07:04:18,6,9.63,53.79,7.0,1.08,15.37,100.36,11.43,
2014/02/27 07:06:21,9,9.87,54.51,7.07,1.27,0.0,98.06,11.1,
2014/02/27 07:07:41,7,9.82,86.47,6.71,1.1,12.34,93.17,10.56,
2014/02/27 07:14:19,6,9.63,53.27,7.0,1.07,15.49,100.32,11.42,
2014/02/27 07:16:22,9,9.86,54.53,7.06,1.27,0.0,98.09,11.11,
2014/02/27 07:17:42,7,9.81,85.71,6.73,1.13,12.29,93.46,10.6,
2014/02/27 07:24:21,6,9.64,54.14,7.0,1.08,15.72,100.04,11.39,
2014/02/27 07:26:24,9,9.85,54.47,7.06,1.27,0.0,98.01,11.1,
2014/02/27 07:27:43,7,9.79,83.95,6.72,1.12,12.11,93.81,10.64,
2014/02/27 07:34:22,6,9.64,53.87,7.01,1.08,15.92,99.94,11.38,
2014/02/27 07:36:25,9,9.83,54.37,7.06,1.27,0.0,98.19,11.13,
2014/02/27 07:37:44,7,9.77,82.61,6.71,1.08,11.81,94.32,10.7,
2014/02/27 07:44:23,6,9.65,54.58,7.0,1.08,16.23,99.86,11.36,
2014/02/27 07:46:26,9,9.82,54.25,7.07,1.27,0.0,98.36,11.15,
2014/02/27 07:47:45,7,9.76,81.77,6.71,1.03,11.68,94.89,10.77,
2014/02/27 07:54:23,6,9.66,54.83,7.01,1.07,16.15,99.79,11.35,
2014/02/27 07:56:26,9,9.81,54.0,7.07,1.28,0.0,98.4,11.16,
2014/02/27 07:57:46,7,9.74,81.07,6.71,1.08,11.64,95.5,10.84,
2014/02/27 08:04:24,6,9.66,53.69,7.01,1.08,16.6,99.59,11.33,
2014/02/27 08:06:27,9,9.79,53.69,7.07,1.27,0.0,98.58,11.18,
2014/02/27 08:07:48,7,9.73,80.76,6.69,1.06,11.48,96.09,10.91,
2014/02/27 08:14:25,6,9.68,54.66,7.01,1.12,16.84,99.45,11.31,
2014/02/27 08:16:28,9,9.76,53.44,7.07,1.28,0.0,98.57,11.19,
2014/02/27 08:17:49,7,9.72,80.74,6.7,1.09,11.64,96.63,10.98,
2014/02/27 08:24:26,6,9.69,54.94,7.01,1.09,17.09,99.36,11.3,
2014/02/27 08:26:29,9,9.72,53.21,7.05,1.28,0.0,98.56,11.2,
2014/02/27 08:27:50,7,9.71,80.11,6.7,1.07,11.61,97.12,11.04,
2014/02/27 08:34:27,6,9.7,55.05,7.02,1.05,16.86,99.33,11.29,
2014/02/27 08:36:30,9,9.7,53.07,7.07,1.28,0.0,98.84,11.24,
2014/02/27 08:37:51,7,9.7,79.33,6.71,1.1,11.57,97.7,11.11,
2014/02/27 08:44:28,6,9.71,54.78,7.01,1.05,17.36,99.32,11.29,
2014/02/27 08:46:31,9,9.66,52.82,7.07,1.28,0.0,98.9,11.25,
2014/02/27 08:47:50,7,9.69,78.72,6.72,1.1,11.59,98.21,11.17,
2014/02/27 08:54:28,6,9.73,54.97,7.02,1.04,17.2,99.31,11.28,
2014/02/27 08:56:33,9,9.63,52.72,7.08,1.28,0.0,98.98,11.27,
2014/02/27 08:57:51,7,9.69,78.05,6.75,1.07,11.56,98.63,11.21,
2014/02/27 09:04:29,6,9.75,55.95,7.01,1.04,17.36,99.26,11.27,
2014/02/27 09:06:34,9,9.59,52.6,7.08,1.28,0.0,98.97,11.28,
2014/02/27 09:07:54,7,9.68,77.05,6.73,1.09,11.71,99.11,11.27,
